open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1636430400000,68490.00000000,68520.00000000,68125.00000000,68249.32000000,2307.54228000,1636433999999,157685720.54549700,69833,1022.72814000,69859389.57584740,0
1636434000000,68249.31000000,68366.17000000,67782.18000000,68097.41000000,2195.20702000,1636437599999,149380823.05153980,84778,1090.59258000,74209452.38082540,0
1636437600000,68097.42000000,68184.09000000,67653.89000000,68018.47000000,1476.82143000,1636441199999,100317963.98744690,77087,732.69727000,49772896.75417320,0
1636441200000,68018.48000000,68150.00000000,67627.14000000,67852.56000000,1310.20967000,1636444799999,88965441.55213970,51981,642.60216000,43638042.94104030,0
1636444800000,67852.56000000,68108.99000000,67686.58000000,68068.24000000,1168.31768000,1636448399999,79339651.12224160,56313,586.94427000,39861359.80391150,0
1636448400000,68068.24000000,68230.83000000,67850.00000000,68219.99000000,1303.77271000,1636451999999,88681737.85566100,71242,667.61078000,45415291.70234060,0
1636452000000,68219.98000000,68238.00000000,67697.11000000,67823.45000000,1467.91115000,1636455599999,99890765.20643910,67664,688.36620000,46854905.70871770,0
1636455600000,67823.45000000,67896.84000000,67300.00000000,67594.98000000,2376.00105000,1636459199999,160545273.48164020,106567,1284.62886000,86787061.65567140,0
1636459200000,67594.98000000,67731.86000000,67241.90000000,67550.01000000,1631.51231000,1636462799999,110127961.52282400,64356,754.60999000,50941167.18607430,0
1636462800000,67550.01000000,68116.56000000,67533.20000000,68080.37000000,1466.71215000,1636466399999,99409334.55279150,71039,767.10140000,51997562.10551170,0
1636466400000,68080.38000000,68080.38000000,67132.45000000,67333.53000000,2240.45301000,1636469999999,151620093.90182200,80129,1033.64868000,69967919.74490010,0
1636470000000,67343.60000000,67526.98000000,66610.00000000,66771.10000000,5028.03407000,1636473599999,336842053.64290460,164251,2590.10062000,173527067.91852160,0
1636473600000,66771.11000000,67006.61000000,66422.40000000,66693.00000000,2498.45731000,1636477199999,166658005.68268870,108323,1225.53535000,81760325.88646740,0
1636477200000,66692.99000000,66912.31000000,66222.40000000,66810.21000000,1642.42958000,1636480799999,109376783.56895870,73638,703.23623000,46835448.60069620,0
1636480800000,66810.22000000,67238.39000000,66503.58000000,66520.37000000,1265.80085000,1636484399999,84629881.02629790,64741,618.89876000,41386651.41618620,0
1636484400000,66520.38000000,66810.74000000,66307.23000000,66800.21000000,1213.54206000,1636487999999,80750841.02158290,69048,574.86287000,38253018.75751220,0
1636488000000,66800.21000000,67349.00000000,66653.00000000,67348.99000000,1677.13325000,1636491599999,112458408.88390210,56965,696.50705000,46692210.21690110,0
1636491600000,67349.00000000,67800.27000000,67251.83000000,67721.00000000,1596.26353000,1636495199999,107717487.15635800,51938,794.27135000,53598748.91177900,0
1636495200000,67720.99000000,67738.09000000,66926.41000000,67292.72000000,1110.80358000,1636498799999,74807624.59036570,52889,511.90851000,34470673.15194550,0
1636498800000,67292.72000000,67436.94000000,66736.23000000,66947.66000000,971.37090000,1636502399999,65202793.87659040,39713,450.47489000,30232122.17380880,0
1636502400000,66947.67000000,67378.70000000,66763.56000000,66996.82000000,1831.00518000,1636505999999,122790706.66821090,56458,806.55204000,54086163.37922410,0
1636506000000,66996.81000000,67300.00000000,66853.27000000,67018.36000000,870.28293000,1636509599999,58388965.04762620,37981,426.90531000,28644024.41818100,0
1636509600000,67018.37000000,67185.62000000,66787.70000000,66815.32000000,804.25344000,1636513199999,53875261.29764980,30448,432.61982000,28983040.93901660,0
1636513200000,66815.32000000,66815.32000000,66355.05000000,66487.23000000,1715.13347000,1636516799999,114067076.61941130,59701,811.80042000,53986475.43584520,0
