open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1637380800000,58513.10000000,58596.78000000,58344.45000000,58486.71000000,1040.95912000,1637384399999,60843058.65506010,36948,491.76733000,28743083.61010350,0
1637384400000,58486.71000000,58556.62000000,58230.00000000,58400.07000000,941.63550000,1637387999999,55017032.53604640,35576,412.89238000,24128056.99649600,0
1637388000000,58400.07000000,58849.63000000,58306.48000000,58635.06000000,1120.69233000,1637391599999,65672718.52233670,38864,553.52311000,32444159.85344940,0
1637391600000,58635.07000000,58700.00000000,58350.01000000,58380.06000000,872.30752000,1637395199999,51034035.34847680,35615,361.49513000,21150148.93337950,0
1637395200000,58380.06000000,58648.96000000,58315.75000000,58461.93000000,879.57150000,1637398799999,51428356.36944550,41428,454.19236000,26555335.10465120,0
1637398800000,58461.93000000,58650.00000000,58367.01000000,58490.19000000,876.12555000,1637402399999,51250585.83207210,38532,406.70317000,23790522.92420040,0
1637402400000,58490.18000000,58800.00000000,58350.00000000,58479.50000000,1099.28571000,1637405999999,64351880.55745070,41418,558.89797000,32724096.53354970,0
1637406000000,58479.49000000,58674.55000000,58354.12000000,58625.67000000,1037.80448000,1637409599999,60748241.09964730,40370,459.99590000,26928423.08811770,0
1637409600000,58625.67000000,58834.98000000,58460.00000000,58562.10000000,1073.55279000,1637413199999,62942915.88401940,46244,531.26753000,31150560.52984640,0
1637413200000,58562.09000000,58678.00000000,58373.00000000,58467.96000000,946.67832000,1637416799999,55387584.60919890,39514,414.41693000,24247033.99104510,0
1637416800000,58467.96000000,58698.00000000,58317.90000000,58340.41000000,1090.59659000,1637420399999,63759711.56378940,46222,502.83752000,29402675.14620230,0
1637420400000,58337.69000000,58403.00000000,57483.42000000,57588.37000000,3368.42458000,1637423999999,194839422.21047830,98907,1616.96004000,93508674.84489730,0
1637424000000,57588.38000000,57870.50000000,57353.00000000,57771.68000000,1724.66219000,1637427599999,99405982.02855970,58277,873.88846000,50365696.73429770,0
1637427600000,57771.68000000,57942.64000000,57600.00000000,57914.49000000,1143.87602000,1637431199999,66058547.87205800,45818,599.06129000,34598821.07436020,0
1637431200000,57914.50000000,59625.00000000,57813.49000000,59411.47000000,4627.29226000,1637434799999,273301466.80479070,132302,2611.79699000,154255781.16660210,0
1637434800000,59411.47000000,59496.89000000,59207.37000000,59430.04000000,1482.20753000,1637438399999,87964999.08992890,56361,679.63813000,40337147.50217390,0
1637438400000,59430.04000000,59538.18000000,59308.09000000,59408.03000000,1135.46499000,1637441999999,67455253.53444080,40691,483.87577000,28746610.38333420,0
1637442000000,59408.02000000,59650.00000000,59357.21000000,59592.71000000,1007.59170000,1637445599999,59963374.76130380,38975,509.29330000,30309486.05235840,0
1637445600000,59592.71000000,59729.68000000,59504.95000000,59683.58000000,968.35346000,1637449199999,57744824.36729380,42021,472.19892000,28157612.28553860,0
1637449200000,59683.58000000,59845.00000000,59480.86000000,59707.51000000,1275.10152000,1637452799999,76121126.54486470,39388,658.82657000,39330970.93377910,0
1637452800000,59707.52000000,59770.78000000,59276.77000000,59352.22000000,1276.16333000,1637456399999,75963732.43437790,43690,563.00046000,33514832.60061270,0
1637456400000,59352.22000000,59461.82000000,59237.75000000,59327.87000000,876.21392000,1637459999999,51992903.29763570,37876,386.35024000,22927228.30330580,0
1637460000000,59327.86000000,59349.99000000,58688.93000000,59040.09000000,1592.01567000,1637463599999,93991911.64646290,55112,697.03407000,41152458.81511960,0
1637463600000,59034.94000000,59183.59000000,58500.00000000,58674.67000000,1396.08199000,1637467199999,82183814.63583850,44820,680.30536000,40065232.83222100,0
