open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1639540800000,48262.40000000,48444.18000000,48075.77000000,48244.14000000,1742.55070000,1639544399999,84113994.23552580,58924,854.86853000,41264644.28061730,0
1639544400000,48244.13000000,48328.37000000,48045.80000000,48120.88000000,1137.24945000,1639547999999,54763879.01256160,39797,551.72484000,26569432.80979370,0
1639548000000,48120.88000000,48323.85000000,48004.41000000,48057.66000000,1000.63000000,1639551599999,48188013.54455250,35436,486.43017000,23426690.73234510,0
1639551600000,48057.65000000,48450.00000000,47928.64000000,48209.51000000,1057.34298000,1639555199999,50955942.30401360,37548,564.47716000,27207249.19848350,0
1639555200000,48209.51000000,48850.00000000,48207.50000000,48573.09000000,1651.35961000,1639558799999,80149216.40934100,53040,856.03515000,41558327.53378410,0
1639558800000,48573.10000000,48600.73000000,48377.25000000,48494.44000000,1100.57469000,1639562399999,53344338.13170920,36919,527.55680000,25571143.90125480,0
1639562400000,48494.45000000,48607.70000000,48176.57000000,48247.69000000,1560.28626000,1639565999999,75414744.07618960,43021,827.66352000,39994198.46331950,0
1639566000000,48247.69000000,48348.26000000,48069.68000000,48132.54000000,1257.70436000,1639569599999,60616692.79726550,41625,650.68194000,31363738.22302020,0
1639569600000,48132.54000000,48300.00000000,47517.65000000,47588.42000000,2072.69341000,1639573199999,99290943.24339340,63327,994.10633000,47617692.12402590,0
1639573200000,47588.42000000,47813.98000000,47422.87000000,47652.58000000,1561.55374000,1639576799999,74410283.91842000,46173,690.09753000,32878678.94748930,0
1639576800000,47652.58000000,47790.00000000,47212.87000000,47370.00000000,1531.94997000,1639580399999,72729133.64271760,45891,726.85430000,34504094.78569780,0
1639580400000,47369.99000000,47496.83000000,46587.00000000,46632.31000000,3359.91366000,1639583999999,157806576.39904240,78183,1444.17847000,67860518.01728720,0
1639584000000,46632.30000000,47048.54000000,46547.00000000,47004.32000000,2248.77374000,1639587599999,105306575.95616510,58169,1157.69006000,54224895.50598310,0
1639587600000,47004.32000000,47365.97000000,46861.49000000,47086.30000000,1800.49956000,1639591199999,84817046.70728100,44918,1019.67375000,48037361.89125110,0
1639591200000,47086.30000000,48249.96000000,47011.29000000,47829.99000000,3131.12703000,1639594799999,149054722.78207960,77208,1711.96766000,81492531.89270340,0
1639594800000,47830.00000000,49259.98000000,47212.00000000,48674.90000000,10878.12140000,1639598399999,527581213.41968610,245072,5674.58033000,275287267.19767780,0
1639598400000,48674.90000000,49500.00000000,48527.01000000,49211.84000000,4690.61661000,1639601999999,230435625.75029910,124801,2302.22048000,113114376.93452490,0
1639602000000,49211.83000000,49358.75000000,48865.94000000,49168.89000000,2276.03432000,1639605599999,111733822.18665460,66175,1136.63720000,55799409.44078370,0
1639605600000,49168.89000000,49235.38000000,48653.00000000,48747.30000000,1159.59720000,1639609199999,56698997.67624900,49348,596.75612000,29178246.07218420,0
1639609200000,48747.31000000,48974.09000000,48700.19000000,48864.98000000,1285.21724000,1639612799999,62775538.55979020,38618,642.34259000,31376784.07784490,0
1639612800000,48864.98000000,49269.03000000,48723.89000000,49052.45000000,1429.90981000,1639616399999,70050074.88291080,43494,757.47873000,37111134.39638470,0
1639616400000,49052.45000000,49140.00000000,48830.13000000,49027.01000000,1022.03367000,1639619999999,50026678.65811490,33618,447.28307000,21893042.34006040,0
1639620000000,49027.01000000,49069.60000000,48869.00000000,49009.12000000,775.15627000,1639623599999,37965502.59848610,26702,349.96680000,17140060.22890890,0
1639623600000,49009.13000000,49053.35000000,48709.70000000,48819.60000000,883.00997000,1639627199999,43141594.68746710,29398,392.90092000,19194333.96284240,0
