open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1634270400000,59431.70000000,59700.00000000,59142.86000000,59597.64000000,3965.42753900,1634273999999,235867715.18827482,108748,2186.34066400,130099776.71717981,0
1634274000000,59597.64000000,59998.00000000,59379.14000000,59550.01000000,4157.12711100,1634277599999,248144744.33226206,121303,2436.68203600,145465145.41584751,0
1634277600000,59550.00000000,59720.00000000,59358.00000000,59653.15000000,2324.72597000,1634281199999,138351308.78547880,81929,1270.26553000,75598887.65491240,0
1634281200000,59653.15000000,59689.99000000,59189.23000000,59231.50000000,1854.06326000,1634284799999,110072936.82190150,53198,1019.85872000,60541045.61094130,0
1634284800000,59231.50000000,59426.97000000,58800.00000000,58945.34000000,4013.25429000,1634288399999,237298758.03176110,124496,1954.07759000,115550199.26336590,0
1634288400000,58945.35000000,59374.51000000,58739.17000000,59365.00000000,2353.35548000,1634291999999,139044807.90924460,78812,1151.98076000,68064094.77750400,0
1634292000000,59364.99000000,59398.97000000,58848.95000000,59290.98000000,2239.73976000,1634295599999,132464014.46775720,72527,1139.67090000,67407376.13050110,0
1634295600000,59290.98000000,59537.61000000,59193.35000000,59527.99000000,1719.07491000,1634299199999,102038437.97015970,56262,861.17835000,51116843.25816120,0
1634299200000,59527.99000000,59589.15000000,59187.66000000,59270.01000000,2006.76307000,1634302799999,119220192.63055220,70888,1012.10360000,60133455.12439990,0
1634302800000,59270.01000000,60361.50000000,59223.00000000,59962.25000000,4698.58025600,1634306399999,281492892.36084436,171243,2561.71716500,153484522.88647877,0
1634306400000,59962.26000000,60270.00000000,59620.00000000,60077.70000000,3953.41958000,1634309999999,237140497.13321730,96470,2047.22403000,122820792.49465060,0
1634310000000,60077.70000000,60116.20000000,59617.91000000,60038.36000000,2862.27740000,1634313599999,171454899.66466170,89225,1389.77637000,83255493.43417290,0
1634313600000,60038.36000000,61533.00000000,60001.91000000,61456.49000000,7800.01930300,1634317199999,474105077.88105262,251023,4421.52071200,268731015.01863273,0
1634317200000,61456.48000000,61880.00000000,61054.64000000,61762.00000000,4728.85926700,1634320799999,290862002.59387984,152128,2442.38928700,150257883.51381315,0
1634320800000,61762.01000000,61854.34000000,61521.00000000,61649.97000000,2008.76073000,1634324399999,123900178.24047810,65703,1078.91198000,66550924.26299870,0
1634324400000,61649.97000000,61675.21000000,61225.01000000,61446.32000000,2014.14617000,1634327999999,123659804.58369860,62593,1023.77635000,62848759.21002190,0
1634328000000,61446.33000000,62933.00000000,61140.27000000,62557.59000000,7616.53894500,1634331599999,473256203.90306212,308994,4117.14288400,255809591.09725842,0
1634331600000,62557.58000000,62583.65000000,60797.01000000,61209.41000000,3757.59185000,1634335199999,232142655.98133130,147374,1750.97165000,108210475.44904430,0
1634335200000,61209.42000000,61550.12000000,61205.83000000,61294.28000000,1875.22414000,1634338799999,115073991.30145450,65214,934.12396000,57326268.90613890,0
1634338800000,61294.27000000,61805.55000000,60905.20000000,61672.42000000,1958.69147000,1634342399999,120088009.88271570,64376,1044.25734000,64048095.69366050,0
1634342400000,61672.42000000,61771.65000000,61182.13000000,61448.92000000,1960.12427000,1634345999999,120467342.96211660,56282,911.12654000,56000432.23912420,0
1634346000000,61448.92000000,61560.00000000,61200.00000000,61393.07000000,1278.05669000,1634349599999,78479375.92487160,42219,610.72254000,37498962.38405880,0
1634349600000,61393.07000000,61735.94000000,61120.00000000,61618.37000000,1346.24128000,1634353199999,82667294.88027850,44289,677.91148000,41623402.69089480,0
1634353200000,61618.38000000,61742.04000000,61360.22000000,61655.99000000,1004.49667000,1634356799999,61855633.76054610,50980,446.30031000,27486092.55563730,0
